title,view,price,score,like,college,url
자바스크립트 머신러닝 TensorFlow.js,46,55000,-1,,,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-TensorFlow
Python을 이용한 주가 백테스팅 시스템 구축하기,57,55000,-1,,,https://www.inflearn.com/course/python-%EC%A3%BC%EA%B0%80-%EB%B0%B1%ED%85%8C%EC%8A%A4%ED%8C%85
"Django, 데이터 분석, 프론트엔드까지 내 손으로 만드는 페이스북 클론 강의",199,165000,5.0,,,https://www.inflearn.com/course/%ED%8E%98%EC%9D%B4%EC%8A%A4%EB%B6%81-%ED%92%80%EC%8A%A4%ED%83%9D-%ED%81%B4%EB%A1%A0-%EC%9B%B9%EA%B0%9C%EB%B0%9C
[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part1: C# 기초 프로그래밍 입문,610,44000,5.0,,,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-MMORPG-%EA%B0%9C%EB%B0%9C-part1
"프론트엔드 개발환경의 이해와 실습 (webpack, babel, eslint..)",535,69300,5.0,,,https://www.inflearn.com/course/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%ED%99%98%EA%B2%BD
핵심 강좌! Cocos Creator 2D 게임 개발,68,55000,-1,,,https://www.inflearn.com/course/CocosCreator-2D%EA%B2%8C%EC%9E%84%EA%B0%9C%EB%B0%9C-%ED%95%B5%EC%8B%AC%EA%B0%95%EC%A2%8C
[백문이불여일타] 데이터 분석을 위한 고급 SQL,117,55000,4.9,,,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-%EA%B3%A0%EA%B8%89-SQL
Azure 기초 (AZ-900),696,29700,4.6,,,https://www.inflearn.com/course/Azure-%EA%B8%B0%EC%B4%88-AZ-900
실전! Querydsl,711,88000,5.0,,,https://www.inflearn.com/course/Querydsl-%EC%8B%A4%EC%A0%84
제주 하간디 이신 데이터들 Python으로 몬딱 분석해불게,95,88000,-1,,,https://www.inflearn.com/course/%EC%A0%9C%EC%A3%BC%EC%BD%94%EB%94%A9%EB%B2%A0%EC%9D%B4%EC%8A%A4%EC%BA%A0%ED%94%84-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D
내 손으로 만드는 Django 2.x 인스타그램 클론 강의,977,110000,3.8,,,https://www.inflearn.com/course/%EC%9E%A5%EA%B3%A0-%EC%9D%B8%EC%8A%A4%ED%83%80%EA%B7%B8%EB%9E%A8-%ED%81%B4%EB%A1%A0
파이썬 머신러닝 완벽 가이드,1215,99000,4.9,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%99%84%EB%B2%BD%EA%B0%80%EC%9D%B4%EB%93%9C
일주일 만에 소프트웨어 요구사항 제대로 이해하기,108,137500,4.8,,,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4%EC%9A%94%EA%B5%AC%EC%82%AC%ED%95%AD-%EB%A9%94%EB%94%94%EC%B9%98
"Java TPC(생각하고, 표현하고, 코딩하고)",361,27500,5.0,,,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94-%EC%9E%85%EB%AC%B8-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
대세는 쿠버네티스 ^o^ [초급~중급],955,55000,4.9,,,https://www.inflearn.com/course/%EC%BF%A0%EB%B2%84%EB%84%A4%ED%8B%B0%EC%8A%A4-%EA%B8%B0%EC%B4%88
파이썬 데이터시각화 분석 실전 프로젝트,304,33000,4.6,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%8B%9C%EA%B0%81%ED%99%94-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8
"더 자바, 코드를 조작하는 다양한 방법",1187,49500,4.9,,,https://www.inflearn.com/course/the-java-code-manipulation
진짜 입문자를 위한 클라우드와 AWS,246,22000,5.0,,,https://www.inflearn.com/course/aws-starter
자바 : 클래스의 이해와 객체지향 프로그래밍,364,16500,4.7,,,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94-%ED%81%B4%EB%9E%98%EC%8A%A4-%EA%B0%9D%EC%B2%B4%EC%A7%80%ED%96%A5-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
자바 ORM 표준 JPA 프로그래밍 - 기본편,1522,121000,5.0,,,https://www.inflearn.com/course/ORM-JPA-Basic
R로 하는 웹 크롤링 - 입문편,113,33000,4.9,,,https://www.inflearn.com/course/R-crawling
[애플 공식 교재로 배우는 스위프트] 누구나 iOS 앱 만들기 입문(리뷰포함),102,77000,4.7,,,https://www.inflearn.com/course/iOS-App-Dev-Review
남박사의 파이썬 실전 100% 활용,948,66000,4.9,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%ED%99%9C%EC%9A%A9
인터랙티브 웹 개발 제대로 시작하기,932,55000,5.0,,,https://www.inflearn.com/course/interactive_web
